id,longitude,latitude,dist_to_prev_m,utm_x,utm_y
419,106.881809,-6.112459,0.5528138138867843,708252.502446294,9323999.693885274
420,106.881813,-6.112459,0.44225104985247443,708252.94526744,9323999.692336066
421,106.881818,-6.112459,0.5528138138867843,708253.4987938746,9323999.690399548
422,106.881822,-6.112459,0.4422510514236657,708253.9416150245,9323999.68885033
423,106.881827,-6.112459,0.5528138138867843,708254.4951414634,9323999.686913805
424,106.881831,-6.112459,0.4422510514236657,708254.9379626154,9323999.68536458
425,106.881836,-6.112459,0.5528138138867843,708255.491489057,9323999.683428045
426,106.88184,-6.112459,0.44225104985247443,708255.9343102098,9323999.681878813
427,106.881845,-6.112459,0.5528138138867843,708256.487836653,9323999.679942267
428,106.881849,-6.112459,0.4422510514236657,708256.9306578095,9323999.678393029
429,106.881854,-6.112459,0.5528138138867843,708257.4841842569,9323999.676456474
430,106.881858,-6.112459,0.44225104985247443,708257.9270054142,9323999.674907228
431,106.881863,-6.112459,0.5528138138867843,708258.4805318629,9323999.672970664
432,106.881868,-6.112459,0.5528138138867843,708259.0340583146,9323999.671034096
433,106.881872,-6.112459,0.4422510514236657,708259.4768794768,9323999.669484837
437,106.881759,-6.112464,12.505956666244936,708246.9652473973,9323999.160243537
438,106.881764,-6.112464,0.5528138087205781,708247.5187738115,9323999.158307074
439,106.881768,-6.112464,0.44225104571950935,708247.9615949421,9323999.1567579
440,106.881773,-6.112463,0.5638859985833018,708248.5155082889,9323999.265422747
441,106.881777,-6.112463,0.44225104811729393,708248.958329424,9323999.263873564
442,106.881782,-6.112463,0.5528138097538197,708249.5118558448,9323999.261937084
443,106.881786,-6.112463,0.44225104811729393,708249.9546769822,9323999.260387896
444,106.881791,-6.112463,0.5528138097538197,708250.5082034059,9323999.258451404
445,106.881795,-6.112463,0.4422510465461026,708250.9510245441,9323999.256902209
446,106.8818,-6.112463,0.5528138097538197,708251.504550969,9323999.25496571
447,106.881804,-6.112463,0.44225104811729393,708251.947372111,9323999.253416505
448,106.881809,-6.112463,0.5528138097538197,708252.5008985401,9323999.251479996
